"Código.IBGE.Município","Municipio","AreaTerritorialkm22022","Populacaoresidentepessoas2022","Densidadedemograficahabkm22022","Escolarizacao6a14anos2010","IDHM2010","PIBpercapita2021","razao_social","cnpj","velocidade_contratada_mbps","uf","municipio","municipio_uf"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",2,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",8,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",2.5,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",50,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",3,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.5859375,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",10,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",1,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"TELEFONICA BRASIL S/A","02.558.157/0001-62",4,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",6,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",14,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",4,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",15,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",2,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",2,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",0.128,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",10,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",20,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.512,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",8,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.0625,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1500,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",150,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",2,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"OI MOVEL S.A.","05.423.963/0001-11",10,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1.5,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.512,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",30,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",34,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",0.128,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.384,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",2,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.512,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",4,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.125,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",150,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"TELEFONICA BRASIL S/A","02.558.157/0001-62",1,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.01875,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",1,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",5,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.384,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",8,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",10,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",4,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",0.512,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.512,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",2.5,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.29296875,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",5,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.0625,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",4,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",30,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",10,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",0.256,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",1,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",4,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",4,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",4,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",3,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",0.256,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",12,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",4,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.390625,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",500,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1.5,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.768,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",50,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.4,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",20,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.4,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.256,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.4,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",3,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",2.048,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",200,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.0625,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",2,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",14,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",500,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1.5,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",8,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",100,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.00234375,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.768,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",16,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",3,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",2,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",4,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",3,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1.5,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",8,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.768,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.128,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.384,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"TELEFONICA BRASIL S/A","02.558.157/0001-62",2,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.00234375,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",10,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",50,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"OI MOVEL S.A.","05.423.963/0001-11",1,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",100,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",4,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.0625,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.78125,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1.5,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.29296875,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.256,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",14,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.390625,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",25,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.256,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.256,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",20,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",500,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.390625,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"CLARO S.A","40.432.544/0001-47",1.024,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",1.5,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",0.384,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",2,"PR","Cornélio Procópio","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",34,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",1000,"PR","CORNÉLIO PROCÓPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Oi S.A.","76.535.764/0001-43",0.125,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"OI MOVEL S.A.","05.423.963/0001-11",1,"PR","CORNELIO PROCOPIO","Cornélio Procópio - PR"
4106407,"Cornélio Procópio",635.1,45206,71.18,98.7,0.759,37882.76,"Sercomtel S.A. Participações","04.459.311/0001-74",100,"PR","Cornélio Procópio","Cornélio Procópio - PR"
